City,Latitude,Longitude,Max_Temp,Humidity,Cloudy,Wind,Country,Date
tarija,-21.54,-64.73,61.45,55.0,0.0,4.83,BO,1592519268.0
kirakira,-10.45,161.92,82.53,78.0,44.0,10.49,SB,1592518850.0
namibe,-15.2,12.15,72.03,63.0,3.0,7.65,AO,1592518863.0
teacapan,22.55,-105.75,86.36,54.0,11.0,10.42,MX,1592519269.0
coffs harbour,-30.3,153.13,55.4,93.0,75.0,5.82,AU,1592519269.0
san angelo,31.46,-100.44,95.0,38.0,20.0,12.75,US,1592519269.0
songkhla,6.83,100.67,77.0,94.0,20.0,4.7,TH,1592519269.0
marawi,8.0,124.29,73.0,94.0,93.0,5.99,PH,1592519199.0
obo,5.4,26.49,67.84,99.0,100.0,2.1,CF,1592519269.0
big spring,32.25,-101.48,98.6,25.0,1.0,18.34,US,1592519269.0
saint anthony,45.02,-93.22,84.2,65.0,90.0,3.36,US,1592519270.0
suez,29.97,32.53,71.58,74.0,0.0,8.66,EG,1592519270.0
bogandinskiy,56.89,65.89,42.8,81.0,21.0,6.71,RU,1592519270.0
ancud,-41.87,-73.82,48.2,93.0,75.0,11.41,CL,1592518687.0
noumea,-22.28,166.46,71.6,78.0,76.0,4.7,NC,1592518975.0
horodyshche,49.28,31.45,64.47,86.0,92.0,4.65,UA,1592519200.0
sundargarh,22.12,84.03,82.58,72.0,96.0,7.29,IN,1592519271.0
soma,39.19,27.61,68.0,93.0,40.0,1.21,TR,1592519271.0
victoria,22.29,114.16,84.0,79.0,65.0,5.01,HK,1592519071.0
caravelas,-17.71,-39.25,71.73,91.0,7.0,7.29,BR,1592519271.0
crestview,30.76,-86.57,86.0,48.0,90.0,5.82,US,1592519271.0
cutervo,-6.38,-78.82,59.77,77.0,34.0,2.1,PE,1592519201.0
oxford,51.75,-1.26,57.2,87.0,20.0,12.75,GB,1592519082.0
los llanos de aridane,28.66,-17.92,71.6,73.0,9.0,14.99,ES,1592519201.0
mitsamiouli,-11.38,43.28,77.32,58.0,0.0,12.28,KM,1592519272.0
sangar,63.92,127.47,68.29,45.0,83.0,4.63,RU,1592519272.0
oranjemund,-28.55,16.43,69.46,28.0,0.0,9.35,NA,1592519272.0
wembley,-31.93,115.8,50.0,93.0,31.0,5.82,AU,1592519272.0
hofn,64.25,-15.21,49.26,86.0,0.0,2.84,IS,1592519078.0
kpandae,8.47,-0.01,73.85,90.0,100.0,11.77,GH,1592519272.0
turiacu,-1.66,-45.37,75.45,93.0,66.0,5.1,BR,1592519202.0
tiszakecske,46.93,20.1,66.2,82.0,90.0,6.93,HU,1592519272.0
hirara,24.8,125.28,84.2,89.0,75.0,18.34,JP,1592519273.0
qasigiannguit,68.82,-51.19,33.8,100.0,90.0,4.7,GL,1592519143.0
sao miguel,-5.47,-35.37,73.4,94.0,75.0,6.93,BR,1592519273.0
sao geraldo do araguaia,-6.4,-48.55,73.9,58.0,3.0,4.07,BR,1592519273.0
palana,59.12,159.97,49.37,88.0,43.0,3.78,RU,1592519273.0
laguna,38.42,-121.42,96.01,11.0,1.0,6.93,US,1592518796.0
coquimbo,-29.95,-71.34,57.2,82.0,100.0,4.7,CL,1592518779.0
whitehorse,60.72,-135.05,55.4,71.0,90.0,10.29,CA,1592519203.0
zhezkazgan,47.8,67.71,62.74,74.0,73.0,14.79,KZ,1592519097.0
wanning,18.8,110.4,80.91,89.0,69.0,8.55,CN,1592519203.0
cullera,39.17,-0.25,72.0,88.0,10.0,5.01,ES,1592519274.0
praia,14.92,-23.51,80.6,61.0,0.0,24.16,CV,1592519274.0
guerrero negro,27.98,-114.06,72.7,50.0,1.0,17.13,MX,1592519002.0
avera,33.19,-82.53,84.2,48.0,75.0,4.7,US,1592519059.0
mount gambier,-37.83,140.77,51.8,71.0,41.0,18.34,AU,1592519364.0
largo,27.91,-82.79,90.0,55.0,1.0,9.17,US,1592519180.0
kathmandu,27.72,85.32,69.8,100.0,75.0,2.24,NP,1592519331.0
aksarka,66.56,67.8,38.86,77.0,76.0,2.46,RU,1592519274.0
hauterive,46.09,3.45,53.6,87.0,20.0,2.24,FR,1592519275.0
ormara,25.21,64.64,83.82,84.0,13.0,7.16,PK,1592518980.0
atlantic city,39.36,-74.42,77.0,69.0,1.0,10.29,US,1592519275.0
pervomayskoye,43.92,46.71,67.86,66.0,64.0,8.68,RU,1592518988.0
atambua,-9.11,124.89,72.27,89.0,97.0,5.93,ID,1592519275.0
pervomayskiy,53.25,40.29,64.02,92.0,34.0,5.93,RU,1592519205.0
port lincoln,-34.73,135.87,56.73,85.0,70.0,18.9,AU,1592519275.0
narsaq,60.92,-46.05,44.6,73.0,75.0,12.75,GL,1592518944.0
tres arroyos,-38.37,-60.28,51.39,58.0,24.0,7.47,AR,1592519276.0
bilibino,68.05,166.44,73.4,31.0,2.0,7.31,RU,1592519197.0
barra velha,-26.63,-48.68,70.0,83.0,90.0,2.24,BR,1592519206.0
gaziantep,37.06,37.38,64.4,77.0,0.0,9.17,TR,1592519276.0
totness,5.88,-56.32,79.39,86.0,85.0,9.42,SR,1592519206.0
tiznit,29.58,-9.5,61.99,82.0,5.0,5.93,MA,1592519276.0
ongandjera,-17.88,15.07,60.21,39.0,0.0,9.55,NA,1592519276.0
yulara,-25.24,130.99,41.0,48.0,0.0,5.82,AU,1592519017.0
tigil,57.8,158.67,53.19,84.0,99.0,3.42,RU,1592519211.0
chapais,49.78,-74.85,91.4,24.0,1.0,12.75,CA,1592519106.0
nizhniy mamon,50.19,40.51,68.25,82.0,38.0,9.89,RU,1592519277.0
kardzhin,43.27,44.29,62.6,93.0,98.0,4.47,RU,1592519277.0
berdigestyakh,62.1,126.7,68.63,48.0,26.0,3.74,RU,1592519277.0
dargaville,-35.93,173.88,52.23,84.0,6.0,6.98,NZ,1592519277.0
cam ranh,11.92,109.16,84.2,79.0,94.0,3.36,VN,1592519208.0
sinop,41.77,34.87,59.59,77.0,91.0,4.74,TR,1592519230.0
shepsi,44.04,39.15,72.1,81.0,51.0,4.59,RU,1592519278.0
amahai,-3.33,128.92,82.0,98.0,67.0,1.01,ID,1592519278.0
port-gentil,-0.72,8.78,77.0,88.0,90.0,5.82,GA,1592519278.0
lazaro cardenas,17.96,-102.2,86.02,62.0,40.0,12.77,MX,1592519278.0
birao,10.28,22.79,78.87,64.0,88.0,7.34,CF,1592519278.0
eyl,7.98,49.82,81.55,66.0,30.0,26.35,SO,1592519208.0
zaranj,30.97,61.88,87.8,25.0,0.0,20.8,AF,1592519279.0
asau,46.43,26.4,61.0,96.0,25.0,4.09,RO,1592519279.0
jablanica,43.66,17.76,62.6,88.0,20.0,2.24,BA,1592519279.0
yerbogachen,61.28,108.01,57.78,62.0,92.0,1.83,RU,1592519132.0
tezu,27.92,96.17,75.83,85.0,100.0,2.66,IN,1592519279.0
sironko,1.23,34.25,64.06,80.0,40.0,4.85,UG,1592519279.0
contamana,-7.33,-75.02,87.89,55.0,52.0,3.18,PE,1592519280.0
copiapo,-27.37,-70.33,59.0,67.0,87.0,11.41,CL,1592519210.0
kutum,14.2,24.67,74.55,30.0,37.0,5.84,SD,1592519210.0
rincon,32.3,-81.24,84.2,58.0,40.0,10.29,US,1592519134.0
kuching,1.55,110.33,77.0,94.0,20.0,6.93,MY,1592519280.0
medina,24.47,39.61,93.2,7.0,100.0,5.82,SA,1592519105.0
trairi,-3.28,-39.27,79.02,78.0,4.0,10.2,BR,1592519210.0
doha,25.29,51.53,95.0,28.0,0.0,6.93,QA,1592519280.0
kavaratti,10.57,72.64,84.42,79.0,99.0,17.05,IN,1592519370.0
goderich,43.75,-81.72,73.99,73.0,0.0,10.25,CA,1592519081.0
inhambane,-23.86,35.38,66.52,83.0,6.0,8.88,MZ,1592519281.0
kulhudhuffushi,6.62,73.07,83.97,77.0,68.0,11.77,MV,1592519211.0
venafro,41.48,14.05,64.0,93.0,0.0,5.82,IT,1592519281.0
puerto colombia,10.99,-74.95,87.8,66.0,40.0,6.93,CO,1592519067.0
baruun-urt,46.68,113.28,66.02,58.0,82.0,11.5,MN,1592519211.0
methven,-43.63,171.65,42.01,99.0,100.0,1.99,NZ,1592519281.0
bronnoysund,65.46,12.2,51.8,87.0,49.0,9.17,NO,1592519282.0
luanda,-8.84,13.23,73.4,88.0,75.0,4.7,AO,1592519220.0
ulladulla,-35.35,150.47,46.0,100.0,0.0,6.22,AU,1592518897.0
bubaque,11.28,-15.83,81.54,84.0,16.0,15.41,GW,1592519008.0
mehamn,71.04,27.85,42.8,87.0,75.0,17.22,NO,1592519212.0
kindia,10.06,-12.87,73.02,98.0,93.0,2.93,GN,1592519282.0
den helder,52.96,4.76,61.0,82.0,90.0,5.82,NL,1592519029.0
tokur,53.13,132.9,51.78,64.0,73.0,2.26,RU,1592519213.0
zyryanka,65.75,150.85,81.61,27.0,76.0,8.1,RU,1592519213.0
jumla,29.27,82.18,60.66,71.0,67.0,0.27,NP,1592518931.0
dandong,40.13,124.39,66.58,87.0,64.0,1.23,CN,1592519283.0
aswan,24.09,32.91,86.0,17.0,14.0,20.8,EG,1592519096.0
kaliua,-5.06,31.79,65.55,57.0,54.0,4.12,TZ,1592519283.0
seoul,37.57,126.98,71.6,88.0,90.0,5.82,KR,1592518795.0
mpika,-11.83,31.45,52.45,86.0,0.0,9.78,ZM,1592519214.0
waipawa,-41.41,175.52,53.01,100.0,100.0,24.16,NZ,1592519214.0
chernigovka,44.34,132.57,55.53,89.0,10.0,6.08,RU,1592519284.0
yudong,29.39,106.52,75.99,83.0,57.0,6.71,CN,1592519214.0
konstantinovka,49.62,127.98,57.7,84.0,100.0,3.6,RU,1592519135.0
keetmanshoop,-26.58,18.13,57.2,36.0,0.0,8.05,NA,1592518831.0
halvad,23.02,71.18,86.95,68.0,1.0,13.11,IN,1592519284.0
sao borja,-28.66,-56.0,70.34,82.0,96.0,3.31,BR,1592519204.0
sioux lookout,50.1,-91.92,73.4,78.0,75.0,8.05,CA,1592519284.0
buchanan,5.88,-10.05,78.8,94.0,75.0,5.82,LR,1592519373.0
camacha,33.08,-16.33,68.0,88.0,20.0,6.93,PT,1592519301.0
pangnirtung,66.15,-65.71,35.6,93.0,90.0,13.87,CA,1592519374.0
zwedru,6.07,-8.13,70.75,98.0,99.0,2.15,LR,1592519285.0
agarak,39.21,46.54,63.82,54.0,0.0,5.21,AM,1592519285.0
rehoboth,-23.32,17.08,50.09,48.0,0.0,7.45,NA,1592519216.0
poum,-20.23,164.02,74.37,76.0,99.0,14.0,NC,1592519062.0
adeje,28.12,-16.73,75.0,64.0,20.0,3.36,ES,1592519285.0
cookeville,36.16,-85.5,80.6,51.0,40.0,5.35,US,1592518918.0
mubi,10.27,13.26,75.22,81.0,100.0,1.43,NG,1592519216.0
berlevag,70.86,29.09,42.8,87.0,75.0,17.22,NO,1592519080.0
cap-aux-meules,47.38,-61.86,78.8,47.0,20.0,21.92,CA,1592519286.0
salinas,36.68,-121.66,84.2,53.0,1.0,17.22,US,1592519217.0
celestun,20.87,-90.4,86.05,63.0,51.0,9.06,MX,1592518853.0
esperance,-33.87,121.9,46.4,100.0,40.0,10.29,AU,1592519134.0
charters towers,-20.1,146.27,59.09,87.0,0.0,11.68,AU,1592519286.0
buraydah,26.33,43.98,82.4,24.0,0.0,3.36,SA,1592519286.0
fairbanks,64.84,-147.72,75.0,31.0,1.0,3.36,US,1592518802.0
mansehra,34.33,73.2,74.61,22.0,0.0,7.61,PK,1592519218.0
terney,45.05,136.61,50.99,89.0,95.0,4.21,RU,1592519287.0
asfi,32.3,-9.24,67.75,78.0,0.0,18.14,MA,1592519218.0
ulkan,57.24,107.32,49.51,84.0,0.0,2.42,RU,1592519287.0
sur,22.57,59.53,84.11,70.0,1.0,13.8,OM,1592519103.0
hami,42.8,93.45,78.51,24.0,27.0,9.42,CN,1592519287.0
altay,47.87,88.12,53.82,54.0,34.0,4.03,CN,1592519287.0
lagunas,-5.23,-75.68,85.87,63.0,44.0,2.1,PE,1592519288.0
banjar,-8.19,114.97,80.6,94.0,40.0,14.99,ID,1592518871.0
malyye derbety,47.95,44.68,70.74,39.0,97.0,1.21,RU,1592519288.0
inuvik,68.35,-133.72,64.4,55.0,40.0,11.41,CA,1592519192.0
ureki,42.0,41.78,71.6,88.0,40.0,4.7,GE,1592519288.0
kargil,34.57,76.1,48.7,49.0,1.0,6.33,IN,1592519288.0
olga,43.74,135.29,52.38,84.0,100.0,5.77,RU,1592519288.0
katsuura,35.13,140.3,64.4,100.0,75.0,4.7,JP,1592518870.0
linhai,28.85,121.12,77.0,70.0,99.0,2.55,CN,1592519288.0
ilhabela,-23.78,-45.36,69.53,70.0,77.0,6.26,BR,1592519289.0
inverell,-29.78,151.12,48.99,90.0,0.0,1.99,AU,1592519100.0
ponta delgada,37.73,-25.67,64.4,72.0,75.0,5.82,PT,1592518939.0
aksehir,38.36,31.42,59.38,69.0,25.0,5.3,TR,1592519220.0
zarubino,42.63,131.09,56.8,86.0,77.0,4.97,RU,1592519220.0
west warwick,41.7,-71.52,80.6,57.0,75.0,14.99,US,1592519220.0
aitape,-3.14,142.35,80.46,78.0,0.0,4.18,PG,1592519289.0
la seyne-sur-mer,43.1,5.88,66.0,73.0,0.0,5.01,FR,1592519289.0
mujiayingzi,42.12,118.78,66.56,57.0,80.0,5.03,CN,1592519221.0
biankouma,7.74,-7.61,69.57,98.0,80.0,2.86,CI,1592519290.0
provideniya,64.38,-173.3,57.2,62.0,2.0,8.95,RU,1592518855.0
aras,42.56,-2.36,59.0,77.0,65.0,5.82,ES,1592519290.0
itaituba,-4.28,-55.98,91.4,52.0,40.0,6.93,BR,1592519290.0
buin,-33.73,-70.75,50.0,87.0,75.0,2.55,CL,1592519290.0
dakar,14.69,-17.44,82.4,88.0,20.0,16.11,SN,1592519006.0
fairview,40.81,-74.0,79.0,73.0,20.0,8.1,US,1592519101.0
dalvik,65.97,-18.53,53.6,71.0,2.0,12.75,IS,1592519290.0
ilulissat,69.22,-51.1,33.8,100.0,90.0,4.7,GL,1592519308.0
morondava,-20.28,44.28,68.41,78.0,0.0,8.43,MG,1592519291.0
kirkwall,58.98,-2.96,53.6,93.0,100.0,9.17,GB,1592519259.0
muros,42.78,-9.06,57.0,82.0,0.0,1.01,ES,1592519017.0
hovd,48.01,91.64,60.08,35.0,100.0,8.9,MN,1592519291.0
kaniama,-7.57,24.18,61.65,53.0,16.0,4.88,CD,1592519291.0
alice town,25.72,-79.3,82.49,76.0,100.0,16.6,BS,1592519291.0
hobyo,5.35,48.53,78.98,74.0,82.0,26.89,SO,1592519126.0
santiago,-33.46,-70.65,48.2,87.0,75.0,1.79,CL,1592519069.0
izmaylovo,53.72,47.25,56.43,78.0,82.0,8.48,RU,1592519223.0
magadan,59.57,150.8,53.91,79.0,10.0,2.71,RU,1592519223.0
veraval,20.9,70.37,85.1,76.0,23.0,16.4,IN,1592519292.0
lodja,-3.48,23.43,68.68,53.0,13.0,1.03,CD,1592519292.0
svetlogorsk,52.63,29.73,64.58,87.0,85.0,5.68,BY,1592519292.0
kambove,-10.88,26.6,51.67,67.0,0.0,4.29,CD,1592519292.0
pichucalco,17.52,-93.07,91.4,82.0,40.0,6.93,MX,1592519292.0
itoman,26.12,127.67,84.2,89.0,75.0,18.34,JP,1592519293.0
palmdale,34.58,-118.12,91.4,9.0,1.0,4.7,US,1592519114.0
taihe,30.87,105.38,69.71,73.0,35.0,2.19,CN,1592519224.0
batouri,4.43,14.37,68.7,95.0,99.0,1.72,CM,1592519293.0
labuhan,-6.88,112.21,76.69,88.0,6.0,7.67,ID,1592518950.0
belyy yar,53.6,91.39,59.0,82.0,40.0,11.18,RU,1592519293.0
sistranda,63.73,8.83,53.6,87.0,20.0,2.24,NO,1592519225.0
berbera,10.44,45.01,91.6,43.0,64.0,17.34,SO,1592519294.0
kuhdasht,33.53,47.61,70.83,23.0,0.0,3.96,IR,1592519294.0
kununurra,-15.77,128.73,59.0,42.0,0.0,9.57,AU,1592519127.0
vila velha,-20.33,-40.29,71.01,94.0,3.0,2.24,BR,1592519257.0
dabakala,8.37,-4.43,73.8,89.0,100.0,6.71,CI,1592519294.0
vangaindrano,-23.35,47.6,66.6,88.0,88.0,7.81,MG,1592519226.0
nevesinje,43.26,18.11,62.6,88.0,20.0,2.24,BA,1592519294.0
igarka,67.47,86.58,44.33,63.0,100.0,10.67,RU,1592518863.0
stabat,3.76,98.45,77.0,100.0,40.0,3.36,ID,1592519226.0
sampit,-2.53,112.95,73.71,98.0,94.0,1.95,ID,1592519295.0
nagua,19.38,-69.85,86.0,74.0,20.0,17.22,DO,1592519012.0
uusikaupunki,60.8,21.41,59.0,77.0,0.0,3.36,FI,1592519205.0
cairo,30.06,31.25,73.4,73.0,0.0,11.41,EG,1592519120.0
